T,t,kappa,rho_s,xi_norm
2.175180716310154,0.0007438826212082805,1.0031230150221218,0.007986264850763763,5.728098612290639
2.175281886179256,0.0006974062021057881,1.003200678080154,0.007648164712769668,5.981782041750078
2.175383060753872,0.0006509276213376713,1.003283709901903,0.0073025354818895645,6.265418497760584
2.1754842400342205,0.0006044468788035662,1.0033729073922213,0.006948653126310089,6.585090346554946
2.17558542402052,0.0005579639744028864,1.0034692591657222,0.006585661883240527,6.948717293950913
2.17568661271299,0.0005114789080348237,1.003574012433022,0.00621253706057784,7.3668260341332195
2.1757878061118485,0.00046499167959923593,1.0036887718658654,0.005828032895609501,7.853749975252751
2.1758890042173156,0.0004185022889950929,1.0038156507455889,0.005430607313885348,8.429572736352826
2.175990207029609,0.00037201073612225244,1.0039575115382955,0.005018309529462371,9.123424623771909
2.176091414548949,0.0003255170208797953,1.004118368009642,0.004588604929423332,9.979395717005293
2.176192626775553,0.0002790211431674683,1.0043040995168986,0.004138087644328622,11.067908260682517
2.176293843709641,0.0002325231028844632,1.0045238226717101,0.003661976277360466,12.509637184788359
2.1763950653514317,0.00018602289993030485,1.0047928136696989,0.003153147436159235,14.532229310345972
2.176496291701144,0.00013952053420440702,1.005139717563482,0.0026000390246861634,17.629766805255386
2.1765975227589967,9.301600560607248e-05,1.0056288654126109,0.0019811525976275376,23.148337332699846
2.176698758525209,4.650931403493708e-05,1.0064656379070351,0.0012447597188552202,36.87342051397661
2.176799999,4.5938997050853914e-10,1.0204820786447846,5.482677516395228e-07,84881.42856060479
